"Table S1: Strains included in the study and where they can be accessed
Columns: 
'Strain': species and strain name; 
'Included in comparative genomics analysis': Indicates whether the strain was included in the comparative genomic analysis (See Methods), 
'Biosample Accession (sequenced for this study)': NCBI Accessionnumber of strains sequenced for this study, short reads acquired on the Ilumina MiSeq platform as well as long reads acquired on the PacBio Sequel platform can be accessed here; 
'Genebank Accessionnumber ': NCBI Accessionnumber of the genome assemblies, sequenced for this study; 
'PacBio reads available (sequenced for this study)':Indicated whether this strain was sequenced on a PacBio Sequel platform in the course of this study;
'Genebank Accessionnumber  (previously available)': NCBI accessionnumber of publicly available assemblies included in this study
'SRA Accessionnumber  (previously available)': NCBI accessionnumber of publicly reads assemblies included in this study ",,,,,,,
Strain,Included in comperative genomics analysis,Biosample Accession (sequenced for this study),Genebank Accessionnumber ,PacBio reads available (sequenced for this study),Genebank Accessionnumber (previously available),SRA accessionnumer (previously available),
Klebsiella_pneumoniae_PB517,FALSE, , , ,GCF_900092875,,
Klebsiella_pneumoniae_PB107,FALSE, , , ,GCF_900092885,,
Klebsiella_pneumoniae_PB129,FALSE, , , ,GCF_900092895,,
Klebsiella_pneumoniae_PB366,FALSE, , , ,GCF_900092905,,
Klebsiella_pneumoniae_PB94,FALSE, , , ,GCF_900092925,,
Klebsiella_pneumoniae_PB298,FALSE, , , ,GCF_900092935,,
Klebsiella_pneumoniae_PB270,FALSE, , , ,GCF_900092945,,
Klebsiella_pneumoniae_W2-1-ERY5.G,FALSE, , , ,GCF_900092955,,
Klebsiella_pneumoniae_PB395,FALSE, , , ,GCF_900092965,,
Klebsiella_pneumoniae_PB28,FALSE, , , ,GCF_900092975,,
Klebsiella_pneumoniae_PB466,FALSE, , , ,GCF_900092985,,
Klebsiella_pneumoniae_PB39,FALSE, , , ,GCF_900092995,,
Klebsiella_pneumoniae_PB5,FALSE, , , ,GCF_900093005,,
Klebsiella_pneumoniae_PB14,FALSE, , , ,GCF_900093015,,
Klebsiella_pneumoniae_W2-5-ERG4,FALSE, , , ,GCF_900093025,,
Klebsiella_pneumoniae_PB506,FALSE, , , ,GCF_900093035,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_PB509,TRUE, , , ,GCF_900093045,,
Klebsiella_pneumoniae_W2-1-ERG2,FALSE, , , ,GCF_900093055,,
Klebsiella_pneumoniae_PB291,FALSE, , , ,GCF_900093065,,
Klebsiella_pneumoniae_PB473,FALSE, , , ,GCF_900093075,,
Klebsiella_pneumoniae_PB199,FALSE, , , ,GCF_900093085,,
Klebsiella_pneumoniae_W1-5-ERG6,FALSE, , , ,GCF_900093095,,
Klebsiella_pneumoniae_PB226,FALSE, , , ,GCF_900093105,,
Klebsiella_pneumoniae_PB484,FALSE, , , ,GCF_900093115,,
Klebsiella_pneumoniae_PB21,FALSE, , , ,GCF_900093125,,
Klebsiella_pneumoniae_PB38,FALSE, , , ,GCF_900093135,,
Klebsiella_pneumoniae_W2-1-ERG5,FALSE, , , ,GCF_900093155,,
Klebsiella_pneumoniae_PB295,FALSE, , , ,GCF_900093165,,
Klebsiella_pneumoniae_W2-5-ERG5,FALSE, , , ,GCF_900093175,,
Klebsiella_pneumoniae_PB502,FALSE, , , ,GCF_900093185,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_PB463,FALSE, , , ,GCF_900093195,,
Klebsiella_pneumoniae_PB525,FALSE, , , ,GCF_900093205,,
Klebsiella_pneumoniae_PB122,FALSE, , , ,GCF_900093215,,
Klebsiella_pneumoniae_PB388,FALSE, , , ,GCF_900093225,,
Klebsiella_pneumoniae_PB242,FALSE, , , ,GCF_900093235,,
Klebsiella_pneumoniae_PB497,FALSE, , , ,GCF_900093245,,
Klebsiella_pneumoniae_W1-4-ERY6.G,FALSE, , , ,GCF_900093255,,
Klebsiella_pneumoniae_PB157,FALSE, , , ,GCF_900093265,,
Klebsiella_pneumoniae_W2-4-ERG4,FALSE, , , ,GCF_900093275,,
Klebsiella_pneumoniae_W2-5-ERG7,FALSE, , , ,GCF_900093285,,
Klebsiella_pneumoniae_W2-5-ERG8,FALSE, , , ,GCF_900093295,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_W2-9-ERG1,TRUE, , , ,GCF_900093305,,
Klebsiella_pneumoniae_W2-9-ERG2,FALSE, , , ,GCF_900093315,,
Klebsiella_pneumoniae_W2-9-ERG10,FALSE, , , ,GCF_900093325,,
Klebsiella_pneumoniae_W2-11-ERG2,FALSE, , , ,GCF_900093335,,
Klebsiella_pneumoniae_W2-13-ERG1,FALSE, , , ,GCF_900093345,,
Klebsiella_pneumoniae_W2-13-ERG2,FALSE, , , ,GCF_900093355,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_W2-13-ERG3,FALSE, , , ,GCF_900093365,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_W2-13-ERG4,TRUE, , , ,GCF_900093375,,
Klebsiella_pneumoniae_W2-13-ERG5,FALSE, , , ,GCF_900093385,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_W2-15-ERG3,TRUE, , , ,GCF_900093395,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_W2-15-ERG14,FALSE, , , ,GCF_900093405,,
Klebsiella_pneumoniae_W2-13-ERG7,FALSE, , , ,GCF_900093415,,
Klebsiella_pneumoniae_W2-13-ERG8,FALSE, , , ,GCF_900093425,,
Klebsiella_pneumoniae_W2-13-ERG11,FALSE, , , ,GCF_900093435,,
Klebsiella_pneumoniae_F1-9-ERG1,FALSE, , , ,GCF_900093445,,
Klebsiella_pneumoniae_F1-9-ERG2,FALSE, , , ,GCF_900093455,,
Klebsiella_pneumoniae_PB86,FALSE, , , ,GCF_900093465,,
Klebsiella_pneumoniae_W2-5-ERG6,FALSE, , , ,GCF_900093815,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX15,FALSE, , , ,GCF_900099865,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX11,FALSE, , , ,GCF_900100145,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX37,FALSE, , , ,GCF_900101145,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX40,FALSE, , , ,GCF_900101155,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX29,FALSE, , , ,GCF_900101255,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX42,FALSE, , , ,GCF_900101775,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX22,TRUE, , , ,GCF_900102285,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX36,FALSE, , , ,GCF_900102775,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX16,FALSE, , , ,GCF_900103095,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX23,FALSE, , , ,GCF_900103465,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX20,FALSE, , , ,GCF_900104465,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX33,FALSE, , , ,GCF_900107085,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX25,TRUE, , , ,GCF_900107425,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX12,FALSE, , , ,GCF_900107525,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX34,FALSE, , , ,GCF_900107805,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX44,FALSE, , , ,GCF_900108445,,
Klebsiella_pneumoniae_PEI-B-P-08,FALSE, , , ,GCF_900108765,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX19,FALSE, , , ,GCF_900109625,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX41,FALSE, , , ,GCF_900109975,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX13,FALSE, , , ,GCF_900110325,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX26,FALSE, , , ,GCF_900110725,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX43,FALSE, , , ,GCF_900111335,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX30,FALSE, , , ,GCF_900113165,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX54,FALSE, , , ,GCF_900113365,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX17,FALSE, , , ,GCF_900113475,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX21,FALSE, , , ,GCF_900114145,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX35,FALSE, , , ,GCF_900114985,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX38,FALSE, , , ,GCF_900115525,,
Klebsiella_aerogenes_NFIX39,FALSE, , , ,GCF_900119335,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX24,FALSE, , , ,GCF_900119465,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX56,TRUE, , , ,GCF_900119505,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX18,FALSE, , , ,GCF_900119545,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFPP35,FALSE, , , ,GCF_900119585,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX27,FALSE, , , ,GCF_900119605,,
Raoultella_ornithinolytica_Marseille-P1025,FALSE, , , ,GCF_900155375,,
Klebsiella_pneumoniae_VRES0208,FALSE, , , ,GCF_900171705,,
Klebsiella_pneumoniae_VRES0591,FALSE, , , ,GCF_900171715,,
Klebsiella_pneumoniae_VRES0597,FALSE, , , ,GCF_900171725,,
Klebsiella_pneumoniae_VRES0300,FALSE, , , ,GCF_900171735,,
Klebsiella_pneumoniae_VRES0601,FALSE, , , ,GCF_900171745,,
Klebsiella_pneumoniae_VRES0602,FALSE, , , ,GCF_900171755,,
Klebsiella_pneumoniae_VRES0607,FALSE, , , ,GCF_900171765,,
Klebsiella_pneumoniae_VRES0575,FALSE, , , ,GCF_900171775,,
Klebsiella_variicola_VRCO0019,TRUE, , , ,GCF_900171785,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_VRCO0039,TRUE, , , ,GCF_900171795,,
Klebsiella_pneumoniae_VRES0526,FALSE, , , ,GCF_900171805,,
Klebsiella_pneumoniae_VRCO0033,FALSE, , , ,GCF_900171815,,
Klebsiella_pneumoniae_VRES0215,FALSE, , , ,GCF_900171825,,
Klebsiella_pneumoniae_VRES0205,FALSE, , , ,GCF_900171835,,
Klebsiella_pneumoniae_VRES0196,FALSE, , , ,GCF_900171845,,
Klebsiella_pneumoniae_VRES0606,FALSE, , , ,GCF_900171855,,
Klebsiella_pneumoniae_VRES0600,FALSE, , , ,GCF_900171865,,
Klebsiella_pneumoniae_VRCO0056,FALSE, , , ,GCF_900171875,,
Klebsiella_pneumoniae_VRES0598,FALSE, , , ,GCF_900171885,,
Klebsiella_pneumoniae_VRES0590,FALSE, , , ,GCF_900171895,,
Klebsiella_pneumoniae_VRCO0108,FALSE, , , ,GCF_900171905,,
Klebsiella_pneumoniae_VRES0209,FALSE, , , ,GCF_900171915,,
Klebsiella_pneumoniae_VRES0160,FALSE, , , ,GCF_900171925,,
Klebsiella_pneumoniae_VRES0594,FALSE, , , ,GCF_900171935,,
Klebsiella_pneumoniae_VRCO0063,FALSE, , , ,GCF_900171945,,
Klebsiella_pneumoniae_VRES0595,FALSE, , , ,GCF_900171955,,
Klebsiella_pneumoniae_VRES0134,FALSE, , , ,GCF_900171965,,
Klebsiella_variicola_VRCO0145,TRUE, , , ,GCF_900171975,,
Klebsiella_variicola_VRCO0021,TRUE, , , ,GCF_900171985,,
Klebsiella_pneumoniae_VRES0565,FALSE, , , ,GCF_900171995,,
Klebsiella_pneumoniae_VRES0318,FALSE, , , ,GCF_900172005,,
Klebsiella_pneumoniae_VRES0605,FALSE, , , ,GCF_900172015,,
Klebsiella_pneumoniae_VRCO0003,FALSE, , , ,GCF_900172025,,
Klebsiella_pneumoniae_VRCO0059,FALSE, , , ,GCF_900172035,,
Klebsiella_pneumoniae_VRES0593,FALSE, , , ,GCF_900172045,,
Klebsiella_pneumoniae_VRES0604,FALSE, , , ,GCF_900172055,,
Klebsiella_pneumoniae_VRCO0004,FALSE, , , ,GCF_900172065,,
Klebsiella_pneumoniae_VRES0139,FALSE, , , ,GCF_900172075,,
Klebsiella_quasivariicola_VRCO0126,TRUE, , , ,GCF_900172085,,
Klebsiella_pneumoniae_VRES0298,FALSE, , , ,GCF_900172095,,
Klebsiella_pneumoniae_VRCO0034,FALSE, , , ,GCF_900172105,,
Klebsiella_pneumoniae_VRCO0058,FALSE, , , ,GCF_900172115,,
Klebsiella_pneumoniae_VRES0589,FALSE, , , ,GCF_900172125,,
Klebsiella_pneumoniae_VRES0525,FALSE, , , ,GCF_900172135,,
Klebsiella_pneumoniae_VRES0599,FALSE, , , ,GCF_900172145,,
Klebsiella_pneumoniae_VRES0596,FALSE, , , ,GCF_900172155,,
Klebsiella_pneumoniae_VRCO0057,FALSE, , , ,GCF_900172165,,
Klebsiella_pneumoniae_VRES0577,FALSE, , , ,GCF_900172175,,
Klebsiella_pneumoniae_VRCO0036,FALSE, , , ,GCF_900172185,,
Klebsiella_pneumoniae_VRES0608,FALSE, , , ,GCF_900172425,,
Klebsiella_pneumoniae_VRES0609,FALSE, , , ,GCF_900172435,,
Klebsiella_pneumoniae_VRES0610,FALSE, , , ,GCF_900172445,,
Klebsiella_pneumoniae_VRES0611,FALSE, , , ,GCF_900172455,,
Klebsiella_pneumoniae_VRES0603,FALSE, , , ,GCF_900172465,,
Klebsiella_pneumoniae_VRES0612,FALSE, , , ,GCF_900172475,,
Klebsiella_pneumoniae_VRES0592,FALSE, , , ,GCF_900172485,,
Klebsiella_pneumoniae_VRES0566,FALSE, , , ,GCF_900172495,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0013,TRUE, , , ,GCF_900172505,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0023,TRUE, , , ,GCF_900172515,,
Klebsiella_pneumoniae_VRCO0024,FALSE, , , ,GCF_900172525,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_VRCO0026,TRUE, , , ,GCF_900172535,,
Klebsiella_pneumoniae_VRES1073,FALSE, , , ,GCF_900172545,,
Klebsiella_pneumoniae_VRES0983,FALSE, , , ,GCF_900172555,,
Klebsiella_pneumoniae_VRCO0077,FALSE, , , ,GCF_900172565,,
Klebsiella_pneumoniae_VRES1171,FALSE, , , ,GCF_900172575,,
Klebsiella_pneumoniae_VRES1076,FALSE, , , ,GCF_900172585,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRES0419,TRUE, , , ,GCF_900172595,,
Klebsiella_pneumoniae_VRES0216,FALSE, , , ,GCF_900172605,,
Klebsiella_pneumoniae_VRES1078,FALSE, , , ,GCF_900172615,,
Klebsiella_pneumoniae_VRCO0118,FALSE, , , ,GCF_900172625,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0079,TRUE, , , ,GCF_900172635,,
Klebsiella_pneumoniae_VRES1077,FALSE, , , ,GCF_900172645,,
Klebsiella_pneumoniae_VRES1075,FALSE, , , ,GCF_900172655,,
Klebsiella_pneumoniae_VRCO0048,FALSE, , , ,GCF_900172665,,
Klebsiella_pneumoniae_VRCO0062,FALSE, , , ,GCF_900172675,,
Klebsiella_pneumoniae_VRES1074,FALSE, , , ,GCF_900172685,,
Klebsiella_pneumoniae_VRES1175,FALSE, , , ,GCF_900172695,,
Klebsiella_pneumoniae_VRES1079,FALSE, , , ,GCF_900172705,,
Klebsiella_pneumoniae_VRCO0117,FALSE, , , ,GCF_900172715,,
Klebsiella_pneumoniae_VRES1170,FALSE, , , ,GCF_900172725,,
Klebsiella_pneumoniae_VRES1071,FALSE, , , ,GCF_900172735,,
Klebsiella_pneumoniae_VRES1072,FALSE, , , ,GCF_900172745,,
Klebsiella_pneumoniae_VRES1176,FALSE, , , ,GCF_900172755,,
Klebsiella_pneumoniae_VRES1179,FALSE, , , ,GCF_900172765,,
Klebsiella_pneumoniae_VRES1611,FALSE, , , ,GCF_900172775,,
Klebsiella_pneumoniae_VRES1615,FALSE, , , ,GCF_900172785,,
Klebsiella_pneumoniae_VRES0689,FALSE, , , ,GCF_900172795,,
Klebsiella_pneumoniae_VRES1232,FALSE, , , ,GCF_900172805,,
Klebsiella_pneumoniae_VRES1070,FALSE, , , ,GCF_900172815,,
Klebsiella_pneumoniae_VRES1229,FALSE, , , ,GCF_900172825,,
Klebsiella_pneumoniae_VRES1236,FALSE, , , ,GCF_900172835,,
Klebsiella_pneumoniae_VRES1237,FALSE, , , ,GCF_900172845,,
Klebsiella_pneumoniae_VRES1271,FALSE, , , ,GCF_900172855,,
Klebsiella_pneumoniae_VRES1274,FALSE, , , ,GCF_900172865,,
Klebsiella_pneumoniae_VRES1247,FALSE, , , ,GCF_900172875,,
Klebsiella_pneumoniae_VRES1249,FALSE, , , ,GCF_900172885,,
Klebsiella_pneumoniae_VRES1446,FALSE, , , ,GCF_900172895,,
Klebsiella_pneumoniae_VRES1242,FALSE, , , ,GCF_900172905,,
Klebsiella_pneumoniae_VRES1272,FALSE, , , ,GCF_900172915,,
Klebsiella_pneumoniae_VRES1257,FALSE, , , ,GCF_900172925,,
Klebsiella_pneumoniae_VRES1448,FALSE, , , ,GCF_900172935,,
Klebsiella_pneumoniae_VRES1273,FALSE, , , ,GCF_900172945,,
Klebsiella_pneumoniae_VRES1462,FALSE, , , ,GCF_900172955,,
Klebsiella_pneumoniae_VRES0176,FALSE, , , ,GCF_900172965,,
Klebsiella_pneumoniae_VRES1253,FALSE, , , ,GCF_900172975,,
Klebsiella_pneumoniae_VRES0178,FALSE, , , ,GCF_900172985,,
Klebsiella_pneumoniae_VRES0181,FALSE, , , ,GCF_900172995,,
Klebsiella_pneumoniae_VRES0179,FALSE, , , ,GCF_900173005,,
Klebsiella_pneumoniae_VRES0974,FALSE, , , ,GCF_900173015,,
Klebsiella_pneumoniae_VRES0975,FALSE, , , ,GCF_900173025,,
Klebsiella_pneumoniae_VRES1174,FALSE, , , ,GCF_900173035,,
Klebsiella_pneumoniae_VRES0982,FALSE, , , ,GCF_900173045,,
Klebsiella_pneumoniae_VRES1173,FALSE, , , ,GCF_900173055,,
Klebsiella_pneumoniae_VRES0979,FALSE, , , ,GCF_900173065,,
Klebsiella_pneumoniae_VRES1612,FALSE, , , ,GCF_900173075,,
Klebsiella_pneumoniae_VRES1172,FALSE, , , ,GCF_900173085,,
Klebsiella_pneumoniae_VRES1177,FALSE, , , ,GCF_900173095,,
Klebsiella_pneumoniae_VRES1248,FALSE, , , ,GCF_900173105,,
Klebsiella_pneumoniae_VRES1618,FALSE, , , ,GCF_900173115,,
Klebsiella_pneumoniae_VRES1238,FALSE, , , ,GCF_900173125,,
Klebsiella_pneumoniae_VRES1243,FALSE, , , ,GCF_900173135,,
Klebsiella_pneumoniae_VRES0182,FALSE, , , ,GCF_900173145,,
Klebsiella_pneumoniae_VRES0175,FALSE, , , ,GCF_900173155,,
Klebsiella_pneumoniae_VRES1458,FALSE, , , ,GCF_900173165,,
Klebsiella_pneumoniae_VRES0180,FALSE, , , ,GCF_900173175,,
Klebsiella_pneumoniae_VRES1178,FALSE, , , ,GCF_900173185,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_VRCO0183,FALSE, , , ,GCF_900173195,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_VRCO0186,FALSE, , , ,GCF_900173205,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_VRCO0189,FALSE, , , ,GCF_900173215,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_VRCO0184,FALSE, , , ,GCF_900173225,,
Klebsiella_pneumoniae_VRCO0213,FALSE, , , ,GCF_900173235,,
Klebsiella_pneumoniae_VRES0177,FALSE, , , ,GCF_900173245,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_VRCO0210,FALSE, , , ,GCF_900173255,,
Klebsiella_pneumoniae_VRCO0234,FALSE, , , ,GCF_900173265,,
Klebsiella_pneumoniae_VRCO0236,FALSE, , , ,GCF_900173275,,
Klebsiella_variicola_VRCO0244,FALSE, , , ,GCF_900173285,,
Klebsiella_pneumoniae_VRCO0235,FALSE, , , ,GCF_900173295,,
Klebsiella_pneumoniae_VRCO0253,FALSE, , , ,GCF_900173305,,
Klebsiella_variicola_VRCO0246,TRUE, , , ,GCF_900173315,,
Klebsiella_pneumoniae_VRCO0290,FALSE, , , ,GCF_900173325,,
Klebsiella_pneumoniae_VRCO0255,FALSE, , , ,GCF_900173335,,
Klebsiella_pneumoniae_VRCO0254,FALSE, , , ,GCF_900173345,,
Klebsiella_pneumoniae_VRCO0292,FALSE, , , ,GCF_900173355,,
Klebsiella_pneumoniae_VRCO0257,FALSE, , , ,GCF_900173365,,
Klebsiella_pneumoniae_VRCO0310,FALSE, , , ,GCF_900173375,,
Klebsiella_variicola_VRCO0297,FALSE, , , ,GCF_900173385,,
Klebsiella_pneumoniae_VRCO0317,FALSE, , , ,GCF_900173395,,
Klebsiella_pneumoniae_VRCO0316,FALSE, , , ,GCF_900173405,,
Klebsiella_pneumoniae_VRCO0312,FALSE, , , ,GCF_900173415,,
Klebsiella_pneumoniae_VRCO0318,FALSE, , , ,GCF_900173425,,
Klebsiella_pneumoniae_VRCO0319,FALSE, , , ,GCF_900173435,,
Klebsiella_pneumoniae_VRCO0320,FALSE, , , ,GCF_900173445,,
Klebsiella_pneumoniae_VRCO0321,FALSE, , , ,GCF_900173455,,
Klebsiella_pneumoniae_VRCO0323,FALSE, , , ,GCF_900173465,,
Klebsiella_pneumoniae_VRCO0322,FALSE, , , ,GCF_900173475,,
Klebsiella_pneumoniae_VRCO0329,FALSE, , , ,GCF_900173485,,
Klebsiella_pneumoniae_VRCO0330,FALSE, , , ,GCF_900173495,,
Klebsiella_pneumoniae_VRES0977,FALSE, , , ,GCF_900173505,,
Klebsiella_pneumoniae_VRES0980,FALSE, , , ,GCF_900173525,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0337,FALSE, , , ,GCF_900173535,,
Klebsiella_pneumoniae_VRES0981,FALSE, , , ,GCF_900173545,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0338,FALSE, , , ,GCF_900173555,,
Klebsiella_variicola_VRCO0299,TRUE, , , ,GCF_900173565,,
Klebsiella_pneumoniae_VRCO0408,FALSE, , , ,GCF_900173575,,
Klebsiella_pneumoniae_VRCO0407,FALSE, , , ,GCF_900173585,,
Klebsiella_pneumoniae_VRCO0410,FALSE, , , ,GCF_900173595,,
Klebsiella_pneumoniae_VRCO0411,FALSE, , , ,GCF_900173605,,
Klebsiella_pneumoniae_VRCO0409,FALSE, , , ,GCF_900173615,,
Klebsiella_pneumoniae_VRCO0412,FALSE, , , ,GCF_900173625,,
Klebsiella_pneumoniae_VRCO0414,FALSE, , , ,GCF_900173635,,
Klebsiella_pneumoniae_VRCO0422,FALSE, , , ,GCF_900173645,,
Klebsiella_pneumoniae_VRCO0413,FALSE, , , ,GCF_900173655,,
Klebsiella_pneumoniae_VRCO0340,FALSE, , , ,GCF_900173665,,
Klebsiella_pneumoniae_VRCO0415,FALSE, , , ,GCF_900173675,,
Klebsiella_pneumoniae_VRCO0416,FALSE, , , ,GCF_900173685,,
Klebsiella_pneumoniae_VRCO0342,FALSE, , , ,GCF_900173695,,
Klebsiella_variicola_VRCO0375,FALSE, , , ,GCF_900173705,,
Klebsiella_variicola_VRCO0376,FALSE, , , ,GCF_900173715,,
Klebsiella_pneumoniae_VRCO0388,FALSE, , , ,GCF_900173725,,
Klebsiella_pneumoniae_VRCO0364,FALSE, , , ,GCF_900173735,,
Klebsiella_pneumoniae_VRCO0390,FALSE, , , ,GCF_900173745,,
Klebsiella_pneumoniae_VRCO0389,FALSE, , , ,GCF_900173755,,
Klebsiella_pneumoniae_VRCO0391,FALSE, , , ,GCF_900173765,,
Klebsiella_pneumoniae_VRCO0426,FALSE, , , ,GCF_900173775,,
Klebsiella_pneumoniae_VRCO0436,FALSE, , , ,GCF_900173785,,
Klebsiella_pneumoniae_VRCO0433,FALSE, , , ,GCF_900173795,,
Klebsiella_pneumoniae_VRCO0443,FALSE, , , ,GCF_900173805,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0462,TRUE, , , ,GCF_900173815,,
Klebsiella_pneumoniae_VRCO0448,FALSE, , , ,GCF_900173825,,
Klebsiella_pneumoniae_VRCO0447,FALSE, , , ,GCF_900173835,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0465,FALSE, , , ,GCF_900173845,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0467,FALSE, , , ,GCF_900173855,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0466,FALSE, , , ,GCF_900173865,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0468,FALSE, , , ,GCF_900173875,,
Klebsiella_pneumoniae_VRCO0469,FALSE, , , ,GCF_900173885,,
Klebsiella_pneumoniae_VRCO0332,FALSE, , , ,GCF_900173895,,
Klebsiella_pneumoniae_VRCO0256,FALSE, , , ,GCF_900173905,,
Klebsiella_pneumoniae_VRCO0196,FALSE, , , ,GCF_900173915,,
Klebsiella_pneumoniae_VRCO0333,FALSE, , , ,GCF_900173925,,
Klebsiella_pneumoniae_VRCO0195,FALSE, , , ,GCF_900173935,,
Klebsiella_pneumoniae_VRCO0309,FALSE, , , ,GCF_900173945,,
Klebsiella_pneumoniae_VRCO0313,FALSE, , , ,GCF_900173955,,
Klebsiella_pneumoniae_VRCO0311,FALSE, , , ,GCF_900173965,,
Klebsiella_pneumoniae_VRCO0315,FALSE, , , ,GCF_900173975,,
Klebsiella_pneumoniae_VRCO0470,FALSE, , , ,GCF_900173985,,
Klebsiella_pneumoniae_VRCO0471,FALSE, , , ,GCF_900173995,,
Klebsiella_pneumoniae_VRCO0472,FALSE, , , ,GCF_900174005,,
Klebsiella_quasivariicola_VRCO0168,TRUE, , , ,GCF_900174015,,
Klebsiella_pneumoniae_VRCO0480,FALSE, , , ,GCF_900174025,,
Klebsiella_variicola_VRCO0486,TRUE, , , ,GCF_900174035,,
Klebsiella_pneumoniae_VRCO0167,FALSE, , , ,GCF_900174045,,
Klebsiella_pneumoniae_VRCO0169,FALSE, , , ,GCF_900174055,,
Klebsiella_pneumoniae_VRCO0170,FALSE, , , ,GCF_900174065,,
Klebsiella_pneumoniae_VRCO0172,FALSE, , , ,GCF_900174075,,
Klebsiella_pneumoniae_VRCO0171,FALSE, , , ,GCF_900174085,,
Klebsiella_pneumoniae_VRCO0177,FALSE, , , ,GCF_900174095,,
Klebsiella_pneumoniae_VRCO0178,FALSE, , , ,GCF_900174105,,
Klebsiella_variicola_VRCO0179,TRUE, , , ,GCF_900174115,,
Klebsiella_pneumoniae_VRCO0176,FALSE, , , ,GCF_900174135,,
Klebsiella_pneumoniae_VRCO0175,FALSE, , , ,GCF_900174145,,
Klebsiella_pneumoniae_VRCO0173,FALSE, , , ,GCF_900174155,,
Klebsiella_variicola_VRCO0243,FALSE, , , ,GCF_900174165,,
Klebsiella_variicola_VRCO0242,FALSE, , , ,GCF_900174175,,
Klebsiella_pneumoniae_VRCO0435,FALSE, , , ,GCF_900174185,,
Klebsiella_pneumoniae_VRCO0314,FALSE, , , ,GCF_900174195,,
Klebsiella_pneumoniae_VRCO0450,FALSE, , , ,GCF_900174205,,
Klebsiella_pneumoniae_VRCO0341,FALSE, , , ,GCF_900174215,,
Klebsiella_pneumoniae_VRCO0434,FALSE, , , ,GCF_900174225,,
